abstract_sku,old_sku,concrete_sku,name.de_DE,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.de_DE,is_searchable.de_DE,icecat_license,bundled,is_quantity_splittable
114,29911081,114_29911081,ASUS M,processor_frequency,3.2 GHz,,,,,//icecat.de/en/p/asus/90pd00u3-m13260/pcs-workstations-M32AD-BE012T-29911081.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
114,30580483,114_30580483,ASUS M,processor_frequency,2.7 GHz,,,,,//icecat.de/en/p/asus/90pd01j4-m07300/pcs-workstations-M32CD-NL019T-30580483.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
115,27295368,115_27295368,DELL OptiPlex 3020,processor_frequency,3.2 GHz,,,,,//icecat.de/en/p/dell/tky32/pcs-workstations-3020-27295368.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
115,26440118,115_26440118,DELL OptiPlex 3020,processor_frequency,3.6 GHz,,,,,//icecat.de/en/p/dell/3020-8260/pcs-workstations-3020-26440118.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
115,26408656,115_26408656,DELL OptiPlex 3020,processor_frequency,3.3 GHz,,,,,//icecat.de/en/p/dell/3020-8291/pcs-workstations-3020-26408656.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
116,29743424,116_29743424,Fujitsu CELSIUS M740,processor_frequency,3.1 GHZ,,,,,//icecat.de/en/p/fujitsu/vfy-m7400w78abit/pcs-workstations-M740-29743424.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
116,28684053,116_28684053,Fujitsu CELSIUS M740,processor_frequency,3.4 GHZ,,,,,//icecat.de/en/p/fujitsu/vfy-m7400w48dbgb/pcs-workstations-M740-28684053.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
117,29890338,117_29890338,Fujitsu ESPRIMO D556,internal_memory,8 GB,,,,,//icecat.de/en/p/fujitsu/vfy-d0556p73yogb/pcs-workstations-D556-29890338.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
117,30585828,117_30585828,Fujitsu ESPRIMO D556,internal_memory,4 GB,,,,,//icecat.de/en/p/fujitsu/vfy-d0556p735ode/pcs-workstations-D556-30585828.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
118,29804739,118_29804739,Fujitsu ESPRIMO E420,,,,,,,//icecat.de/en/p/fujitsu/vfy-e0420p751obe/pcs-workstations-4054681970738-E420-29804739.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
119,29804808,119_29804808,Fujitsu ESPRIMO E920,,,,,,,//icecat.de/en/p/fujitsu/vfy-e0920p75sgbe/pcs-workstations-4054681970776-E920-29804808.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
120,29890350,120_29890350,Fujitsu ESPRIMO P556,processor_frequency,3.7 GHz,,,,,//icecat.de/en/p/fujitsu/vfy-p0556p735ogb/pcs-workstations-P556-29890350.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
120,30069636,120_30069636,Fujitsu ESPRIMO P556,processor_frequency,3.4 GHz,,,,,//icecat.de/en/p/fujitsu/vfy-p0556p77aoit/pcs-workstations-P556-30069636.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
120,30069631,120_30069631,Fujitsu ESPRIMO P556,processor_frequency,2.7 GHz,,,,,//icecat.de/en/p/fujitsu/vfy-p0556p75a5it/pcs-workstations-P556-30069631.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
121,29406823,121_29406823,HP 200 280 G1,processor_frequency,3 GHz,,,,,//icecat.de/en/p/hp/n9e78ea/pcs-workstations-280+G1-29406823.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
121,28542963,121_28542963,HP 200 280 G1,processor_frequency,2.8 GHz,,,,,//icecat.de/en/p/hp/n9e67ea/pcs-workstations-280+G1-28542963.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
121,28549476,121_28549476,HP 200 280 G1,processor_frequency,3.2 GHz,,,,,//icecat.de/en/p/hp/n0d97ea-abh/pcs-workstations-280+G1+MT-28549476.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
122,22308524,122_22308524,HP EliteDesk 800 G1 Mini,processor_frequency,2.9 GHz,,,,,//icecat.de/en/p/hp/f6x31ea/pcs-workstations-800+G1+Mini-22308524.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
122,26145672,122_26145672,HP EliteDesk 800 G1 Mini,processor_frequency,3.1 GHz,,,,,//icecat.de/en/p/hp/j7d10ea/pcs-workstations-800+G1+Mini-26145672.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
